Số Báo Danh, Họ và Tên, Toán, Ngữ Văn, Vật Lý, Hóa Học, Sinh Học, Lịch Sử, Địa Lý, GDCD, KHTN, KHXH, Ngoại Ngữ, Ghi Chú, Tỉnh
HT1215958,,5.6,6.5,,,,3.75,8.25,7.75,,,2.6,N1,Ha Tinh
HT1214045,,5.6,4.5,,,,2.25,6.75,6.0,,,3.0,N1,Ha Tinh
HT1212924,,5.6,5.75,,,,5.25,7.75,7.75,,,1.2,N1,Ha Tinh
HT1211701,,5.6,6.75,,,,4.25,6.5,6.25,,,3.4,N1,Ha Tinh
HT1215944,,5.6,7.75,,,,7.5,9.0,9.0,,,3.0,N1,Ha Tinh
HT1215936,,5.6,6.75,,,,4.5,7.25,6.25,,,5.0,N1,Ha Tinh
HT1209273,,5.6,7.5,,,,5.0,6.75,7.75,,,3.4,N1,Ha Tinh
HT1215917,,5.6,6.5,,,,6.25,6.75,8.25,,,4.0,N1,Ha Tinh
HT1209283,,5.6,4.5,,,,4.5,4.25,7.25,,,2.8,N1,Ha Tinh
HT1212947,,5.6,6.75,,,,5.75,7.5,9.0,,,3.6,N1,Ha Tinh
HT1212949,,5.6,6.25,,,,4.25,6.5,6.5,,,3.2,N1,Ha Tinh
HT1212950,,5.6,7.25,,,,6.5,7.5,9.5,,,4.6,N1,Ha Tinh
HT1211678,,5.6,5.75,4.25,3.0,4.5,,,,,,2.8,N1,Ha Tinh
HT1211677,,5.6,6.0,,,,6.25,7.0,9.25,,,2.8,N1,Ha Tinh
HT1214335,,5.6,6.5,,,,4.0,5.5,7.25,,,2.2,N1,Ha Tinh
HT1215975,,5.6,5.25,,,,6.75,7.75,8.5,,,3.2,N1,Ha Tinh
HT1214334,,5.6,6.0,,,,3.5,7.5,8.5,,,5.8,N1,Ha Tinh
HT1216013,,5.6,5.5,4.0,5.75,5.25,,,,,,3.8,N1,Ha Tinh
HT1214286,,5.6,4.25,,,,5.0,7.25,7.25,,,2.6,N1,Ha Tinh
HT1211771,,5.6,6.5,,,,1.5,6.0,5.75,,,3.0,N1,Ha Tinh
HT1209182,,5.6,6.0,,,,6.25,7.75,7.75,,,2.8,N1,Ha Tinh
HT1214074,,5.6,5.25,,,,3.0,7.0,7.5,,,2.0,N1,Ha Tinh
HT1214299,,5.6,6.0,,,,4.75,6.75,7.75,,,2.8,N1,Ha Tinh
HT1216044,,5.6,6.25,,,,3.0,5.75,7.5,,,3.8,N1,Ha Tinh
HT1209217,,5.6,5.0,,,,3.75,7.75,5.5,,,1.8,N1,Ha Tinh
HT1215978,,5.6,5.5,,,,3.75,6.25,8.5,,,2.4,N1,Ha Tinh
HT1210617,,5.6,7.25,,,,5.25,6.75,8.25,,,5.2,N1,Ha Tinh
HT1209231,,5.6,4.5,,,,3.75,5.75,6.25,,,3.8,N1,Ha Tinh
HT1215987,,5.6,4.75,,,,5.25,6.5,6.75,,,3.2,N1,Ha Tinh
HT1210615,,5.6,6.5,4.75,4.75,5.0,,,,,,4.6,N1,Ha Tinh
HT1212894,,5.6,7.5,,,,4.75,6.75,7.25,,,5.0,N1,Ha Tinh
HT1211726,,5.6,8.25,,,,5.0,6.5,9.25,,,7.8,N1,Ha Tinh
HT1209525,,5.6,4.25,,,,4.0,4.25,8.0,,,2.4,N1,Ha Tinh
HT1213194,,5.6,7.25,,,,4.75,6.75,7.0,,,3.2,N1,Ha Tinh
HT1211523,,5.6,6.0,,,,6.75,7.25,9.25,,,4.0,N1,Ha Tinh
HT1211073,,5.6,5.75,,,,2.75,4.75,5.25,,,3.4,N1,Ha Tinh
HT1211051,,5.6,6.5,,,,4.75,5.5,6.25,,,3.2,N1,Ha Tinh
HT1211257,,5.6,6.25,,,,6.25,6.5,8.25,,,2.8,N1,Ha Tinh
HT1213764,,5.6,3.5,,,,4.75,5.75,7.0,,,4.2,N1,Ha Tinh
HT1209988,,5.6,5.75,,,,3.75,6.0,8.0,,,2.8,N1,Ha Tinh
HT1215056,,5.6,6.25,,,,5.0,5.5,7.0,,,3.2,N1,Ha Tinh
HT1211053,,5.6,5.5,,,,4.0,5.5,7.75,,,3.4,N1,Ha Tinh
HT1213755,,5.6,5.0,,,,5.5,7.25,9.25,,,4.2,N1,Ha Tinh
HT1210261,,5.6,6.0,,,,4.0,7.25,8.75,,,2.4,N1,Ha Tinh
HT1213566,,5.6,5.0,2.0,3.25,3.25,3.75,4.5,7.25,,,1.6,N1,Ha Tinh
HT1213541,,5.6,6.5,,,,4.75,6.5,7.5,,,2.6,N1,Ha Tinh
HT1210013,,5.6,8.25,,,,8.5,9.75,6.0,,,5.8,N1,Ha Tinh
HT1215025,,5.6,6.5,,,,5.25,6.75,8.0,,,3.2,N1,Ha Tinh
HT1213545,,5.6,5.75,,,,5.25,5.75,8.25,,,2.6,N1,Ha Tinh
HT1213547,,5.6,6.75,,,,5.0,6.75,8.0,,,2.8,N1,Ha Tinh
HT1211225,,5.6,2.5,,,,4.25,6.5,,,,,,Ha Tinh
HT1211217,,5.6,7.0,,,,6.5,6.0,8.0,,,3.8,N1,Ha Tinh
HT1211263,,5.6,4.25,1.25,3.0,4.5,3.75,6.5,7.25,,,2.8,N1,Ha Tinh
HT1215089,,5.6,6.0,,,,2.75,4.5,6.5,,,3.0,N1,Ha Tinh
HT1215090,,5.6,7.0,,,,4.25,5.75,8.25,,,3.6,N1,Ha Tinh
HT1214673,,5.6,5.5,,,,4.75,7.0,7.25,,,2.8,N1,Ha Tinh
HT1215147,,5.6,4.5,,,,3.25,6.75,,,,,,Ha Tinh
HT1209908,,5.6,5.0,,,,3.5,7.0,,,,,,Ha Tinh
HT1215128,,5.6,6.25,,,,7.75,8.0,7.5,,,3.8,N1,Ha Tinh
HT1214632,,5.6,6.0,,,,7.0,6.5,8.5,,,3.4,N1,Ha Tinh
HT1214639,,5.6,4.5,,,,2.5,6.0,6.75,,,,,Ha Tinh
HT1213475,,5.6,4.0,,,,2.25,5.75,,,,,,Ha Tinh
HT1213829,,5.6,6.5,,,,8.5,7.75,6.75,,,3.0,N1,Ha Tinh
HT1213823,,5.6,5.5,,,,2.25,5.75,5.75,,,2.6,N1,Ha Tinh
HT1214669,,5.6,6.75,,,,3.75,5.25,7.0,,,3.4,N1,Ha Tinh
HT1209941,,5.6,6.5,,,,4.25,3.75,6.5,,,4.2,N1,Ha Tinh
HT1213486,,5.6,5.25,,,,3.5,3.5,4.5,,,3.2,N1,Ha Tinh
HT1215108,,5.6,7.25,,,,3.75,7.25,8.5,,,2.8,N1,Ha Tinh
HT1210318,,5.6,7.5,4.0,4.75,5.0,,,,,,3.4,N1,Ha Tinh
HT1215102,,5.6,6.0,,,,3.5,7.5,8.5,,,4.0,N1,Ha Tinh
HT1209963,,5.6,6.5,,,,6.0,6.25,6.5,,,4.8,N1,Ha Tinh
HT1215002,,5.6,6.5,,,,2.25,6.25,7.25,,,2.6,N1,Ha Tinh
HT1214996,,5.6,3.75,,,,4.75,7.25,7.5,,,2.8,N1,Ha Tinh
HT1211521,,5.6,5.75,,,,4.0,7.0,8.25,,,2.0,N1,Ha Tinh
HT1214793,,5.6,7.25,,,,5.25,8.0,7.25,,,5.6,N4,Ha Tinh
HT1210114,,5.6,6.75,,,,4.25,5.5,7.5,,,3.6,N1,Ha Tinh
HT1211151,,5.6,7.0,,,,4.75,7.0,8.25,,,3.4,N1,Ha Tinh
HT1211143,,5.6,5.25,,,,3.25,5.25,7.25,,,3.0,N1,Ha Tinh
HT1211139,,5.6,6.25,,,,4.25,6.75,8.5,,,3.6,N1,Ha Tinh
HT1210238,,5.6,7.25,,,,5.0,6.0,8.5,,,4.2,N1,Ha Tinh
HT1210227,,5.6,6.75,,,,5.0,6.25,8.25,,,3.6,N1,Ha Tinh
HT1210145,,5.6,6.25,,,,3.25,7.0,7.0,,,3.4,N1,Ha Tinh
HT1214853,,5.6,4.5,5.0,4.5,4.75,,,,,,4.2,N1,Ha Tinh
HT1214764,,5.6,4.5,,,,4.25,7.75,7.75,,,3.2,N1,Ha Tinh
HT1214848,,5.6,6.25,,,,2.75,5.0,5.5,,,2.8,N1,Ha Tinh
HT1214799,,5.6,6.0,,,,6.0,6.0,6.75,,,3.4,N1,Ha Tinh
HT1211093,,5.6,4.25,,,,2.25,5.5,,,,,,Ha Tinh
HT1214837,,5.6,6.25,,,,3.5,5.5,5.5,,,2.6,N1,Ha Tinh
HT1210177,,5.6,7.25,6.25,5.5,5.25,,,,,,4.2,N1,Ha Tinh
HT1211100,,5.6,4.25,,,,5.25,6.75,7.0,,,4.0,N1,Ha Tinh
HT1210204,,5.6,5.75,,,,6.5,6.75,7.75,,,3.4,N1,Ha Tinh
HT1213627,,5.6,6.5,,,,6.5,6.5,6.25,,,3.6,N1,Ha Tinh
HT1214905,,5.6,7.25,,,,4.5,6.0,7.75,,,4.2,N1,Ha Tinh
HT1211082,,5.6,4.75,,,,3.75,7.5,6.5,,,2.2,N1,Ha Tinh
HT1211161,,5.6,7.0,,,,3.75,7.25,8.0,,,3.2,N1,Ha Tinh
HT1214985,,5.6,5.75,,,,3.75,5.75,5.25,,,2.8,N1,Ha Tinh
HT1214769,,5.6,6.5,,,,4.25,6.0,8.25,,,2.8,N1,Ha Tinh
HT1211193,,5.6,6.0,,,,5.0,5.5,6.75,,,3.2,N1,Ha Tinh
HT1211192,,5.6,5.75,,,,3.5,4.5,6.75,,,3.4,N1,Ha Tinh
HT1214949,,5.6,5.0,,,,6.0,7.75,,,,,,Ha Tinh
HT1214939,,5.6,6.5,,,,4.25,6.0,8.25,,,2.8,N1,Ha Tinh
HT1211176,,5.6,6.0,,,,4.5,6.5,8.5,,,4.2,N1,Ha Tinh
HT1214929,,5.6,5.25,,,,6.25,8.5,9.25,,,4.0,N1,Ha Tinh
HT1210089,,5.6,6.0,,,,3.75,6.0,7.25,,,3.0,N1,Ha Tinh
HT1210091,,5.6,8.0,,,,6.0,7.75,8.0,,,2.4,N1,Ha Tinh
HT1214922,,5.6,6.75,,,,5.0,6.0,8.25,,,3.0,N1,Ha Tinh
HT1210094,,5.6,6.25,,,,6.75,6.0,7.5,,,4.4,N1,Ha Tinh
HT1210096,,5.6,6.0,,,,5.5,4.5,7.25,,,4.2,N1,Ha Tinh
HT1210099,,5.6,5.75,,,,4.25,7.25,7.25,,,4.0,N1,Ha Tinh
HT1213619,,5.6,5.0,4.5,3.25,3.5,,,,,,2.0,N1,Ha Tinh
HT1214622,,5.6,5.75,,,,4.5,7.0,6.75,,,3.2,N1,Ha Tinh
HT1215156,,5.6,6.0,,,,4.5,7.5,8.25,,,2.2,N1,Ha Tinh
HT1211319,,5.6,6.25,,,,3.25,5.25,5.0,,,2.0,N1,Ha Tinh
HT1210474,,5.6,5.75,,,,4.5,5.25,8.0,,,2.2,N1,Ha Tinh
HT1210926,,5.6,5.0,,,,4.0,6.25,7.5,,,2.6,N1,Ha Tinh
HT1215439,,5.6,6.0,,,,3.75,6.75,8.25,,,2.4,N1,Ha Tinh
HT1210485,,5.6,7.0,,,,6.75,,,,,,,Ha Tinh
HT1211450,,5.6,6.25,3.5,5.75,4.25,,,,,,2.6,N1,Ha Tinh
HT1214508,,5.6,6.5,4.0,3.75,3.0,,,,,,3.2,N1,Ha Tinh
HT1209692,,5.6,5.0,,,,2.75,6.0,,,,,,Ha Tinh
HT1210928,,5.6,4.75,,,,2.25,6.0,,,,,,Ha Tinh
HT1213262,,5.6,6.25,,,,6.5,7.5,8.5,,,3.6,N1,Ha Tinh
HT1214612,,5.6,5.5,,,,4.25,6.0,,,,,,Ha Tinh
HT1211446,,5.6,6.25,,,,4.75,6.5,7.0,,,3.6,N1,Ha Tinh
HT1209709,,5.6,7.0,,,,6.75,6.5,7.75,,,2.6,N1,Ha Tinh
HT1215408,,5.6,5.5,,,,6.25,7.25,7.0,,,3.4,N1,Ha Tinh
HT1213275,,5.6,7.25,,,,7.75,7.5,7.75,,,4.8,N1,Ha Tinh
HT1215402,,5.6,6.75,,,,4.5,4.75,7.5,,,3.0,N1,Ha Tinh
HT1211439,,5.6,5.25,,,,4.5,6.25,8.0,,,4.2,N1,Ha Tinh
HT1209736,,5.6,6.5,,,,3.0,5.25,7.5,,,3.4,N1,Ha Tinh
HT1209684,,5.6,6.75,,,,6.5,8.75,8.25,,,3.6,N1,Ha Tinh
HT1211456,,5.6,5.75,,,,4.5,6.25,9.0,,,3.2,N1,Ha Tinh
HT1213241,,5.6,7.5,,,,4.0,7.0,8.25,,,3.0,N1,Ha Tinh
HT1210490,,5.6,6.5,,,,2.75,6.75,8.75,,,5.2,N1,Ha Tinh
HT1215592,,5.6,6.25,,,,4.25,5.75,8.5,,,2.8,N1,Ha Tinh
HT1209570,,5.6,6.25,,,,6.25,6.5,8.5,,,3.6,N1,Ha Tinh
HT1215548,,5.6,6.5,,,,6.75,7.5,7.5,,,2.4,N1,Ha Tinh
HT1209598,,5.6,7.5,,,,4.25,7.0,6.5,,,3.4,N1,Ha Tinh
HT1213183,,5.6,4.25,,,,2.75,6.5,8.25,,,3.6,N1,Ha Tinh
HT1210902,,5.6,4.5,,,,4.0,5.0,7.5,,,2.6,N1,Ha Tinh
HT1210202,,5.6,7.0,3.75,5.25,3.75,,,,,,4.8,N1,Ha Tinh
HT1214439,,5.6,6.5,,,,4.5,7.25,8.0,,,2.8,N1,Ha Tinh
HT1213206,,5.6,5.75,,,,5.5,7.5,8.75,,,3.2,N1,Ha Tinh
HT1213969,,5.6,5.25,,,,2.5,6.5,7.5,,,2.0,N1,Ha Tinh
HT1214459,,5.6,6.75,,,,4.25,7.25,8.0,,,2.8,N1,Ha Tinh
HT1215509,,5.6,5.0,3.5,6.0,4.5,,,,,,3.0,N1,Ha Tinh
HT1215507,,5.6,7.0,,,,3.0,4.75,7.0,,,3.4,N1,Ha Tinh
HT1211481,,5.6,6.0,,,,4.0,5.0,7.75,,,2.6,N1,Ha Tinh
HT1213232,,5.6,5.5,,,,4.5,7.25,6.5,,,3.2,N1,Ha Tinh
HT1214532,,5.6,7.5,,,,2.75,7.0,5.0,,,3.0,N1,Ha Tinh
HT1210944,,5.6,3.0,,,,2.75,6.25,6.25,,,3.6,N1,Ha Tinh
HT1209743,,5.6,5.0,,,,3.75,4.5,7.5,,,3.4,N1,Ha Tinh
HT1209828,,5.6,7.0,,,,3.5,6.5,8.25,,,3.6,N1,Ha Tinh
HT1211368,,5.6,8.25,,,,4.5,7.75,8.75,,,4.2,N1,Ha Tinh
HT1208991,,5.6,5.25,,,,6.0,6.75,5.75,,,2.6,N1,Ha Tinh
HT1211360,,5.6,6.5,,,,4.75,5.5,6.5,,,3.2,N1,Ha Tinh
HT1209839,,5.6,5.0,,,,5.25,5.25,6.75,,,2.4,N1,Ha Tinh
HT1215246,,5.6,5.0,,,,4.25,5.75,6.25,,,4.0,N1,Ha Tinh
HT1210975,,5.6,6.5,,,,5.5,6.0,8.75,,,3.2,N1,Ha Tinh
HT1211359,,5.6,6.5,,,,5.0,6.25,8.75,,,4.4,N1,Ha Tinh
HT1209864,,5.6,6.5,,,,4.5,6.25,8.75,,,4.4,N1,Ha Tinh
HT1213406,,5.6,6.5,,,,3.75,6.25,7.0,,,4.4,N1,Ha Tinh
HT1210366,,5.6,4.75,5.25,5.0,4.25,,,,,,3.8,N1,Ha Tinh
HT1209872,,5.6,6.25,,,,4.25,6.25,7.0,,,5.0,N1,Ha Tinh
HT1213416,,5.6,6.5,,,,5.25,6.75,8.75,,,6.0,N1,Ha Tinh
HT1209878,,5.6,5.75,,,,5.25,7.25,7.5,,,2.8,N1,Ha Tinh
HT1215167,,5.6,4.25,,,,2.75,7.25,8.5,,,3.4,N1,Ha Tinh
HT1209892,,5.6,5.5,,,,4.5,5.75,6.5,,,2.4,N1,Ha Tinh
HT1214580,,5.6,5.5,,,,5.75,6.75,7.75,,,2.4,N1,Ha Tinh
HT1215269,,5.6,6.75,,,,5.5,7.0,8.25,,,3.4,N1,Ha Tinh
HT1215354,,5.6,6.5,,,,4.75,6.5,8.25,,,4.6,N1,Ha Tinh
HT1211382,,5.6,7.0,,,,6.25,9.75,7.5,,,3.2,N1,Ha Tinh
HT1210456,,5.6,6.0,,,,4.75,8.0,8.5,,,2.8,N1,Ha Tinh
HT1211414,,5.6,5.75,,,,4.0,5.0,6.25,,,2.2,N1,Ha Tinh
HT1210447,,5.6,4.5,,,,5.0,5.25,6.75,,,3.8,N1,Ha Tinh
HT1214542,,5.6,7.25,,,,3.25,7.0,7.5,,,7.6,N1,Ha Tinh
HT1213900,,5.6,6.0,,,,4.75,6.5,8.5,,,3.2,N1,Ha Tinh
HT1209783,,5.6,5.0,,,,4.5,6.25,7.5,,,2.6,N1,Ha Tinh
HT1210963,,5.6,7.0,,,,5.0,7.25,8.0,,,4.4,N1,Ha Tinh
HT1209790,,5.6,5.25,,,,3.25,5.25,6.75,,,7.0,N1,Ha Tinh
HT1215312,,5.6,6.25,3.25,4.25,5.0,,,,,,3.4,N1,Ha Tinh
HT1215311,,5.6,7.0,,,,5.75,6.75,8.25,,,5.0,N1,Ha Tinh
HT1209791,,5.6,7.75,,,,8.25,8.75,8.25,,,3.4,N1,Ha Tinh
HT1209800,,5.6,5.5,,,,5.0,5.75,8.5,,,3.6,N1,Ha Tinh
HT1209807,,5.6,6.75,,,,3.5,6.0,6.5,,,2.8,N1,Ha Tinh
HT1213350,,5.6,6.25,,,,5.5,8.0,7.75,,,2.8,N1,Ha Tinh
HT1209812,,5.6,8.0,,,,6.25,7.75,9.25,,,3.2,N1,Ha Tinh
HT1215250,,5.6,6.75,,,,5.25,7.0,9.0,,,4.6,N1,Ha Tinh
HT1212252,,5.6,6.5,,,,6.5,6.25,8.0,,,3.0,N1,Ha Tinh
HT1208717,,5.6,7.75,,,,9.5,9.5,8.0,,,2.6,N1,Ha Tinh
HT1212486,,5.6,5.5,,,,3.75,6.0,8.5,,,4.6,N1,Ha Tinh
HT1212047,,5.6,5.75,,,,3.25,6.0,6.5,,,3.0,N1,Ha Tinh
HT1212174,,5.6,7.25,,,,2.5,6.0,6.0,,,1.6,N1,Ha Tinh
HT1216563,,5.6,3.75,,,,,5.5,,,,4.6,N1,Ha Tinh
HT1212664,,5.6,5.5,,,,6.25,7.25,8.5,,,2.2,N1,Ha Tinh
HT1216568,,5.6,7.0,4.5,3.5,3.5,,,,,,2.6,N1,Ha Tinh
HT1212055,,5.6,6.0,5.75,6.0,4.0,,,,,,3.6,N1,Ha Tinh
HT1212346,,5.6,6.25,,,,5.75,5.5,8.5,,,1.4,N1,Ha Tinh
HT1216802,,5.6,7.75,,,,6.25,8.75,9.0,,,3.6,N1,Ha Tinh
HT1216743,,5.6,6.25,4.25,3.25,4.0,,,,,,3.0,N1,Ha Tinh
HT1208933,,5.6,7.0,,,,5.0,5.0,8.0,,,3.2,N1,Ha Tinh
HT1216320,,5.6,6.0,,,,3.25,5.75,7.5,,,2.4,N1,Ha Tinh
HT1208570,,5.6,6.0,,,,6.5,6.75,8.75,,,2.2,N1,Ha Tinh
HT1216327,,5.6,6.5,,,,4.5,7.25,8.75,,,2.0,N1,Ha Tinh
HT1208692,,5.6,8.25,,,,5.0,6.75,8.0,,,2.2,N1,Ha Tinh
HT1208720,,5.6,6.25,,,,2.75,7.0,7.5,,,1.6,N1,Ha Tinh
HT1208850,,5.6,5.75,4.0,4.25,4.5,,,,,,2.4,N1,Ha Tinh
HT1216300,,5.6,6.5,,,,6.5,7.0,6.5,,,3.2,N1,Ha Tinh
HT1208544,,5.6,5.75,,,,3.5,7.0,9.25,,,2.8,N1,Ha Tinh
HT1212184,,5.6,5.5,,,,4.75,5.25,6.25,,,4.6,N1,Ha Tinh
HT1212595,,5.6,6.5,,,,4.25,6.75,8.5,,,3.6,N1,Ha Tinh
HT1212508,,5.6,5.5,,,,2.75,,,,,,,Ha Tinh
HT1208542,,5.6,6.75,4.75,3.75,5.5,,,,,,7.2,N1,Ha Tinh
HT1212190,,5.6,6.5,,,,3.75,5.5,6.5,,,3.4,N1,Ha Tinh
HT1208730,,5.6,5.5,,,,5.0,5.75,7.25,,,2.8,N1,Ha Tinh
HT1212520,,5.6,6.75,,,,3.75,7.0,8.75,,,4.0,N1,Ha Tinh
HT1212033,,5.6,5.75,,,,5.0,6.5,6.0,,,2.4,N1,Ha Tinh
HT1212320,,5.6,4.5,,,,3.0,5.75,7.5,,,1.8,N1,Ha Tinh
HT1212678,,5.6,6.75,,,,3.75,6.75,9.0,,,4.2,N1,Ha Tinh
HT1216787,,5.6,6.25,,,,3.75,7.25,7.75,,,3.0,N1,Ha Tinh
HT1216506,,5.6,7.5,,,,4.75,6.5,8.75,,,5.0,N1,Ha Tinh
HT1216792,,5.6,7.0,,,,5.5,7.75,9.5,,,4.0,N1,Ha Tinh
HT1212473,,5.6,6.25,,,,3.25,6.5,8.25,,,4.6,N1,Ha Tinh
HT1216721,,5.6,5.0,,,,2.75,5.75,7.0,,,3.4,N1,Ha Tinh
HT1208689,,5.6,5.5,,,,4.0,5.0,6.75,,,4.2,N1,Ha Tinh
HT1212636,,5.6,5.0,,,,5.75,6.5,8.0,,,2.8,N1,Ha Tinh
HT1212110,,5.6,8.0,,,,8.5,9.0,8.5,,,4.0,N1,Ha Tinh
HT1208645,,5.6,5.25,3.0,4.0,4.25,,,,,,1.2,N1,Ha Tinh
HT1212113,,5.6,6.5,,,,6.0,7.0,9.25,,,3.0,N1,Ha Tinh
HT1208895,,5.6,7.0,,,,6.5,6.75,6.5,,,2.6,N1,Ha Tinh
HT1212419,,5.6,6.0,,,,4.5,6.75,8.75,,,2.0,N1,Ha Tinh
HT1216368,,5.6,8.75,,,,8.5,7.0,7.75,,,5.0,N1,Ha Tinh
HT1211935,,5.6,6.0,,,,3.75,5.75,8.0,,,5.0,N1,Ha Tinh
HT1212414,,5.6,7.75,,,,3.75,7.5,7.5,,,5.4,N1,Ha Tinh
HT1216664,,5.6,7.75,,,,3.5,5.75,8.25,,,5.8,N1,Ha Tinh
HT1211934,,5.6,6.0,,,,2.25,5.75,6.25,,,2.6,N1,Ha Tinh
HT1212434,,5.6,6.0,,,,5.0,6.25,8.25,,,4.2,N1,Ha Tinh
HT1212406,,5.6,5.0,,,,5.0,6.0,8.75,,,4.0,N1,Ha Tinh
HT1216379,,5.6,5.25,,,,4.0,6.25,8.0,,,3.4,N1,Ha Tinh
HT1212404,,5.6,7.0,,,,5.5,6.75,7.5,,,5.6,N1,Ha Tinh
HT1216358,,5.6,6.5,,,,3.75,4.75,7.75,,,4.0,N1,Ha Tinh
HT1212363,,5.6,6.0,,,,5.25,5.5,7.0,,,2.0,N1,Ha Tinh
HT1212639,,5.6,6.25,,,,4.0,5.25,6.25,,,4.4,N1,Ha Tinh
HT1216384,,5.6,,,,,,,,,,3.2,N1,Ha Tinh
HT1208662,,5.6,6.0,,,,4.0,5.75,6.0,,,2.8,N1,Ha Tinh
HT1211931,,5.6,4.25,,,,3.0,6.5,8.5,,,2.4,N1,Ha Tinh
HT1211930,,5.6,4.75,,,,2.75,4.75,8.75,,,2.6,N1,Ha Tinh
HT1216620,,5.6,6.5,,,,3.0,6.25,8.25,,,3.6,N1,Ha Tinh
HT1208666,,5.6,6.5,,,,4.0,8.25,8.0,,,4.4,N1,Ha Tinh
HT1212131,,5.6,8.5,,,,5.75,8.0,8.75,,,4.6,N1,Ha Tinh
HT1208608,,5.6,5.75,,,,4.25,6.75,8.0,,,2.0,N1,Ha Tinh
HT1208907,,5.6,6.0,,,,4.0,6.5,7.75,,,3.4,N1,Ha Tinh
HT1212370,,5.6,6.0,3.75,4.5,4.0,,,,,,4.0,N1,Ha Tinh
HT1208917,,5.6,7.5,,,,3.0,5.5,8.25,,,3.2,N1,Ha Tinh
HT1208863,,5.6,7.0,,,,3.0,6.75,7.5,,,3.4,N1,Ha Tinh
HT1208686,,5.6,5.5,,,,2.75,5.25,5.75,,,2.4,N1,Ha Tinh
HT1212027,,5.6,5.0,4.0,2.5,4.25,5.0,6.25,7.75,,,2.2,N1,Ha Tinh
HT1212109,,5.6,8.0,,,,5.5,7.25,8.0,,,4.4,N1,Ha Tinh
HT1208973,,5.6,6.0,,,,5.5,7.25,9.0,,,3.6,N1,Ha Tinh
HT1208974,,5.6,5.25,,,,4.75,6.25,7.0,,,2.8,N1,Ha Tinh
HT1208982,,5.6,6.75,,,,5.0,7.75,8.5,,,3.4,N1,Ha Tinh
HT1212262,,5.6,5.5,,,,4.0,5.25,7.75,,,2.4,N1,Ha Tinh
HT1216280,,5.6,7.25,,,,3.5,5.25,6.25,,,5.6,N1,Ha Tinh
HT1208981,,5.6,6.75,,,,5.5,6.75,8.0,,,3.0,N1,Ha Tinh
HT1208504,,5.6,6.0,,,,6.75,6.75,7.5,,,4.4,N1,Ha Tinh
HT1216873,,5.6,5.75,,,,3.0,6.5,8.25,,,3.0,N1,Ha Tinh
HT1211888,,5.6,5.5,,,,3.0,5.25,7.25,,,3.6,N1,Ha Tinh
HT1212581,,5.6,8.25,,,,6.5,7.5,9.0,,,4.8,N1,Ha Tinh
HT1212267,,5.6,6.25,,,,6.0,6.75,7.75,,,3.2,N1,Ha Tinh
HT1212006,,5.6,5.0,,,,4.5,6.5,7.75,,,2.6,N1,Ha Tinh
HT1208823,,5.6,6.5,,,,4.5,6.5,5.25,,,4.2,N1,Ha Tinh
HT1211999,,5.6,4.75,,,,5.25,6.5,7.0,,,3.2,N1,Ha Tinh
HT1212012,,5.6,5.0,,,,3.5,6.5,,,,,,Ha Tinh
HT1211896,,5.6,5.75,,,,4.5,6.5,7.25,,,4.0,N1,Ha Tinh
HT1208472,,5.6,7.5,,,,4.0,5.25,9.0,,,4.0,N1,Ha Tinh
HT1208763,,5.6,6.5,,,,3.0,5.75,8.25,,,2.6,N1,Ha Tinh
HT1216425,,5.6,6.75,,,,7.5,7.75,7.25,,,4.6,N1,Ha Tinh
HT1212694,,5.6,6.75,,,,3.5,5.75,8.25,,,3.0,N1,Ha Tinh
HT1212272,,5.6,7.25,,,,3.5,5.75,6.5,,,5.6,N1,Ha Tinh
HT1216861,,5.6,7.25,,,,6.25,6.75,8.0,,,4.2,N1,Ha Tinh
HT1216875,,5.6,6.75,,,,5.25,6.25,8.0,,,3.2,N1,Ha Tinh
HT1216436,,5.6,5.25,,,,4.0,8.0,8.25,,,3.4,N1,Ha Tinh
HT1208461,,5.6,8.25,,,,4.5,6.5,7.75,,,3.2,N1,Ha Tinh
HT1211897,,5.6,7.0,,,,4.5,6.75,7.5,,,2.4,N1,Ha Tinh
HT1212299,,5.6,6.25,,,,5.75,7.25,7.75,,,2.4,N1,Ha Tinh
HT1216806,,5.6,5.75,4.5,2.0,3.25,2.75,4.0,5.5,,,3.0,N1,Ha Tinh
HT1212249,,5.6,5.75,,,,3.25,6.25,7.25,,,6.0,N1,Ha Tinh
HT1212025,,5.6,6.0,,,,5.0,7.0,8.5,,,4.6,N1,Ha Tinh
HT1216879,,5.6,5.75,,,,4.25,6.5,7.75,,,3.4,N1,Ha Tinh
HT1216880,,5.6,6.25,,,,6.75,7.75,8.5,,,4.2,N1,Ha Tinh
HT1212305,,5.6,6.75,,,,5.75,6.0,8.75,,,3.0,N1,Ha Tinh
HT1216810,,5.6,7.0,,,,6.75,7.5,8.25,,,3.4,N1,Ha Tinh
HT1212082,,5.4,6.5,,,,4.25,5.75,8.0,,,2.0,N1,Ha Tinh
HT1215043,,5.4,5.25,,,,3.0,6.25,7.0,,,2.6,N1,Ha Tinh
HT1212566,,5.4,6.0,,,,4.0,5.75,7.25,,,3.2,N1,Ha Tinh
HT1215040,,5.4,6.5,,,,4.0,6.5,8.0,,,2.0,N1,Ha Tinh
HT1215127,,5.4,6.25,,,,5.75,3.5,6.0,,,2.4,N1,Ha Tinh
