Số Báo Danh, Họ và Tên, Toán, Ngữ Văn, Vật Lý, Hóa Học, Sinh Học, Lịch Sử, Địa Lý, GDCD, KHTN, KHXH, Ngoại Ngữ, Ghi Chú, Tỉnh
HT1200779,,6.8,7.0,,,,2.75,6.75,7.5,,,8.2,N1,Ha Tinh
HT1202141,,6.8,6.0,,,,6.25,6.75,8.25,,,4.0,N1,Ha Tinh
HT1204263,,6.8,6.75,6.25,4.25,4.25,,,,,,4.6,N1,Ha Tinh
HT1208392,,6.8,4.5,7.25,7.5,3.5,,,,,,4.2,N1,Ha Tinh
HT1204991,,6.8,7.0,,,,4.25,5.75,7.0,,,4.8,N1,Ha Tinh
HT1205349,,6.8,6.5,,,,6.0,8.25,9.0,,,3.2,N1,Ha Tinh
HT1208423,,6.8,7.0,,,,3.25,4.75,6.75,,,6.6,N1,Ha Tinh
HT1205319,,6.8,7.0,,,,8.5,8.5,8.0,,,4.0,N1,Ha Tinh
HT1205190,,6.8,5.5,5.75,8.0,4.25,,,,,,3.4,N1,Ha Tinh
HT1204209,,6.8,6.25,,,,4.5,5.75,6.75,,,3.2,N1,Ha Tinh
HT1201842,,6.8,6.25,4.75,6.75,5.75,,,,,,2.6,N1,Ha Tinh
HT1204186,,6.8,4.75,,,,3.75,6.0,7.0,,,2.2,N1,Ha Tinh
HT1205284,,6.8,5.0,4.5,4.75,3.25,,,,,,3.0,N1,Ha Tinh
HT1207820,,6.8,6.0,7.25,4.5,5.0,,,,,,2.2,N1,Ha Tinh
HT1201823,,6.8,6.5,,,,6.25,7.0,8.75,,,3.8,N1,Ha Tinh
HT1201812,,6.8,6.25,,,,4.75,7.75,8.0,,,3.0,N1,Ha Tinh
HT1201878,,6.8,6.25,7.75,6.75,5.25,,,,,,3.4,N1,Ha Tinh
HT1205353,,6.8,6.5,3.25,5.0,6.0,,,,,,2.8,N1,Ha Tinh
HT1204302,,6.8,6.75,5.0,3.5,3.75,,,,,,7.4,N1,Ha Tinh
HT1204156,,6.8,6.5,,,,6.25,7.5,8.75,,,5.2,N1,Ha Tinh
HT1204142,,6.8,6.25,7.25,5.75,5.0,,,,,,3.0,N1,Ha Tinh
HT1208336,,6.8,6.25,,,,8.5,8.75,9.0,,,4.2,N1,Ha Tinh
HT1207991,,6.8,7.0,,,,4.75,7.25,8.25,,,3.6,N1,Ha Tinh
HT1207770,,6.8,8.0,,,,4.5,6.75,8.25,,,2.6,N1,Ha Tinh
HT1205007,,6.8,3.0,7.5,7.0,5.25,,,,,,4.4,N1,Ha Tinh
HT1207945,,6.8,7.25,,,,4.0,5.25,7.0,,,2.2,N1,Ha Tinh
HT1204330,,6.8,5.75,5.0,4.75,2.75,,,,,,3.2,N1,Ha Tinh
HT1204324,,6.8,6.75,,,,3.5,5.0,8.0,,,4.2,N1,Ha Tinh
HT1205023,,6.8,7.25,,,,7.0,9.0,6.5,,,3.0,N1,Ha Tinh
HT1202143,,6.8,7.0,,,,6.5,8.25,7.75,,,2.8,N1,Ha Tinh
HT1204318,,6.8,4.25,,,,3.25,6.0,,,,,,Ha Tinh
HT1205040,,6.8,6.5,,,,5.0,6.75,9.0,,,4.0,N1,Ha Tinh
HT1200376,,6.8,5.75,,,,3.0,5.25,6.0,,,5.2,N1,Ha Tinh
HT1208338,,6.8,6.5,,,,4.75,6.75,8.5,,,3.6,N1,Ha Tinh
HT1204307,,6.8,7.5,7.0,6.75,4.25,,,,,,4.0,N1,Ha Tinh
HT1202140,,6.8,6.0,5.25,5.0,3.0,,,,,,4.4,N1,Ha Tinh
HT1208213,,6.6,6.25,,,,3.0,5.0,7.5,,,6.6,N1,Ha Tinh
HT1208437,,6.6,6.5,,,,5.5,6.5,6.25,,,2.4,N1,Ha Tinh
HT1207110,,6.6,7.5,,,,4.25,6.75,7.0,,,4.2,N1,Ha Tinh
HT1200160,,6.6,6.75,,,,5.0,6.25,9.25,,,4.4,N1,Ha Tinh
HT1207298,,6.6,6.5,,,,6.0,6.75,8.25,,,5.2,N1,Ha Tinh
HT1208425,,6.6,5.5,,,,2.25,6.25,7.0,,,2.2,N1,Ha Tinh
HT1207287,,6.6,5.5,4.75,5.5,6.0,,,,,,3.2,N1,Ha Tinh
HT1207128,,6.6,5.75,,,,3.25,6.75,8.5,,,2.0,N1,Ha Tinh
HT1207247,,6.6,7.75,,,,4.25,6.75,7.0,,,7.8,N1,Ha Tinh
HT1208383,,6.6,6.5,,,,,,,,,5.0,N1,Ha Tinh
HT1207141,,6.6,7.75,,,,4.75,6.75,8.75,,,4.4,N1,Ha Tinh
HT1207147,,6.6,6.0,,,,6.0,7.5,7.75,,,3.0,N1,Ha Tinh
HT1200021,,6.6,8.0,,,,4.0,7.75,7.25,,,5.8,N1,Ha Tinh
HT1208314,,6.6,7.0,,,,3.25,5.75,8.0,,,6.8,N1,Ha Tinh
HT1207198,,6.6,6.75,,,,6.25,6.75,7.75,,,3.2,N1,Ha Tinh
HT1207166,,6.6,6.75,6.0,6.75,3.0,,,,,,3.6,N1,Ha Tinh
HT1208326,,6.6,3.5,,,,5.75,7.25,8.0,,,2.6,N1,Ha Tinh
HT1207180,,6.6,,6.75,6.5,,,,,,,,,Ha Tinh
HT1207769,,6.6,6.25,5.75,5.25,4.25,,,,,,3.8,N1,Ha Tinh
HT1208207,,6.6,7.25,,,,7.0,6.5,9.25,,,4.2,N1,Ha Tinh
HT1207876,,6.6,5.5,,,,6.75,8.0,9.5,,,5.6,N1,Ha Tinh
HT1207628,,6.6,7.75,,,,5.0,8.0,9.0,,,7.4,N1,Ha Tinh
HT1208019,,6.6,6.75,,,,5.5,6.25,7.5,,,3.4,N1,Ha Tinh
HT1207973,,6.6,7.75,,,,5.75,5.75,6.75,,,6.0,N1,Ha Tinh
HT1207940,,6.6,4.5,,,,3.5,5.75,7.75,,,3.0,N1,Ha Tinh
HT1207634,,6.6,7.5,,,,5.5,8.0,8.25,,,4.0,N1,Ha Tinh
HT1207925,,6.6,5.0,3.75,2.75,4.5,,,,,,2.0,N1,Ha Tinh
HT1202809,,6.6,5.25,,,,5.75,5.75,7.25,,,2.8,N1,Ha Tinh
HT1207659,,6.6,7.0,,,,5.75,6.75,7.75,,,8.2,N1,Ha Tinh
HT1207924,,6.6,8.0,6.0,6.0,6.25,,,,,,3.4,N1,Ha Tinh
HT1207920,,6.6,6.5,,,,4.75,6.25,6.75,,,3.6,N1,Ha Tinh
HT1207914,,6.6,6.0,6.5,5.5,2.75,,,,,,2.6,N1,Ha Tinh
HT1207906,,6.6,6.0,,,,5.25,7.25,7.75,,,2.6,N1,Ha Tinh
HT1207886,,6.6,8.0,,,,6.5,6.0,8.0,,,7.2,N1,Ha Tinh
HT1202820,,6.6,5.25,5.75,6.75,4.75,,,,,,2.0,N1,Ha Tinh
HT1208205,,6.6,6.25,,,,4.5,7.25,8.5,,,3.2,N1,Ha Tinh
HT1207870,,6.6,7.25,,,,5.75,6.75,6.5,,,3.8,N1,Ha Tinh
HT1202832,,6.6,7.0,,,,4.0,7.75,8.25,,,2.4,N1,Ha Tinh
HT1202874,,6.6,7.0,,,,6.25,6.75,8.0,,,2.8,N1,Ha Tinh
HT1207676,,6.6,5.5,,,,4.25,8.0,8.5,,,3.2,N1,Ha Tinh
HT1207860,,6.6,6.25,,,,6.75,7.5,10.0,,,4.2,N1,Ha Tinh
HT1207822,,6.6,8.0,,,,5.75,7.25,9.0,,,7.2,N1,Ha Tinh
HT1200099,,6.6,6.75,5.75,6.0,5.25,,,,,,2.8,N1,Ha Tinh
HT1200595,,6.6,7.75,,,,3.25,4.75,8.5,,,8.2,N1,Ha Tinh
HT1207812,,6.6,6.75,,,,8.0,7.75,6.75,,,3.6,N1,Ha Tinh
HT1207784,,6.6,7.25,,,,5.75,6.0,7.75,,,4.0,N1,Ha Tinh
HT1207780,,6.6,,6.25,6.25,,,,,,,,,Ha Tinh
HT1207776,,6.6,5.75,,,,4.0,6.0,7.0,,,5.6,N1,Ha Tinh
HT1207747,,6.6,6.75,,,,3.25,5.5,6.0,,,,,Ha Tinh
HT1208021,,6.6,5.75,,,,7.0,8.0,9.5,,,3.6,N1,Ha Tinh
HT1200057,,6.6,7.5,,,,5.75,8.0,8.25,,,5.2,N1,Ha Tinh
HT1207618,,6.6,6.0,,,,4.25,7.25,6.5,,,3.0,N1,Ha Tinh
HT1208032,,6.6,6.75,,,,4.75,7.0,7.25,,,6.2,N1,Ha Tinh
HT1207320,,6.6,5.75,,,,4.25,7.25,8.0,,,3.8,N1,Ha Tinh
HT1208188,,6.6,6.5,5.25,3.5,5.25,,,,,,4.2,N1,Ha Tinh
HT1208184,,6.6,7.25,5.5,4.75,3.75,,,,,,2.4,N1,Ha Tinh
HT1200133,,6.6,5.25,5.75,6.0,2.5,,,,,,3.4,N1,Ha Tinh
HT1208183,,6.6,6.25,,,,4.0,6.0,6.25,,,3.6,N1,Ha Tinh
HT1202961,,6.6,5.75,,,,5.75,6.25,9.25,,,3.4,N1,Ha Tinh
HT1208153,,6.6,3.5,5.75,2.5,2.5,,,,,,3.2,N1,Ha Tinh
HT1207364,,6.6,6.0,6.0,5.25,4.5,,,,,,3.8,N1,Ha Tinh
HT1202955,,6.6,6.75,,,,3.75,5.5,8.25,,,5.6,N1,Ha Tinh
HT1208150,,6.6,6.0,3.5,3.0,3.25,,,,,,3.6,N1,Ha Tinh
HT1200048,,6.6,8.0,,,,3.5,6.5,8.5,,,5.4,N1,Ha Tinh
HT1208145,,6.6,6.25,,,,4.5,7.0,8.25,,,4.2,N1,Ha Tinh
HT1207764,,6.6,5.75,,,,5.25,6.75,8.75,,,3.4,N1,Ha Tinh
HT1202742,,6.6,8.0,,,,4.0,6.0,7.75,,,8.8,N1,Ha Tinh
HT1207380,,6.6,7.0,,,,4.75,5.0,7.25,,,7.0,N1,Ha Tinh
HT1202743,,6.6,7.0,2.5,4.75,2.5,,,,,,3.2,N1,Ha Tinh
HT1208140,,6.6,6.5,,,,6.5,6.25,8.0,,,2.6,N1,Ha Tinh
HT1207410,,6.6,5.0,,,,3.0,6.5,7.25,,,2.4,N1,Ha Tinh
HT1207433,,6.6,5.75,,,,6.0,9.0,7.5,,,5.2,N1,Ha Tinh
HT1208137,,6.6,6.75,4.75,6.0,6.5,,,,,,3.8,N1,Ha Tinh
HT1208129,,6.6,5.75,,,,5.75,9.0,8.25,,,3.2,N1,Ha Tinh
HT1200051,,6.6,6.75,,,,4.0,6.5,8.75,,,5.2,N1,Ha Tinh
HT1208097,,6.6,7.25,,,,6.75,8.0,9.25,,,3.4,N1,Ha Tinh
HT1208083,,6.6,6.25,5.25,4.75,3.5,,,,,,2.8,N1,Ha Tinh
HT1208081,,6.6,5.0,5.5,5.75,3.5,,,,,,4.0,N1,Ha Tinh
HT1207540,,6.6,6.5,,,,4.75,5.75,7.5,,,4.4,N1,Ha Tinh
HT1207560,,6.6,5.5,,,,6.75,7.75,8.75,,,3.0,N1,Ha Tinh
HT1202948,,6.6,7.0,,,,3.75,7.75,7.25,,,5.8,N1,Ha Tinh
HT1206294,,6.6,7.25,,,,5.0,6.75,9.5,,,6.2,N1,Ha Tinh
HT1207012,,6.6,7.75,,,,6.5,8.25,7.25,,,5.4,N1,Ha Tinh
HT1203829,,6.6,7.5,,,,2.75,4.75,5.0,,,3.6,N1,Ha Tinh
HT1205006,,6.6,6.25,,,,4.5,5.25,7.75,,,6.0,N1,Ha Tinh
HT1200383,,6.6,7.0,,,,5.5,9.0,8.5,,,3.2,N1,Ha Tinh
HT1204979,,6.6,6.0,,,,6.25,6.75,8.0,,,2.0,N1,Ha Tinh
HT1204964,,6.6,,6.75,4.25,,,,,,,,,Ha Tinh
HT1204956,,6.6,5.75,4.0,4.75,3.75,,,,,,2.4,N1,Ha Tinh
HT1204938,,6.6,5.25,5.5,6.75,4.75,,,,,,4.4,N1,Ha Tinh
HT1204935,,6.6,5.75,,,,7.0,7.5,8.0,,,3.4,N1,Ha Tinh
HT1204924,,6.6,6.0,,,,4.0,5.75,6.5,,,5.4,N1,Ha Tinh
HT1205013,,6.6,5.25,,,,6.75,7.0,7.75,,,2.8,N1,Ha Tinh
HT1204908,,6.6,6.5,4.0,4.75,6.25,,,,,,3.0,N1,Ha Tinh
HT1203844,,6.6,6.25,5.75,4.75,4.25,,,,,,3.4,N1,Ha Tinh
HT1200393,,6.6,7.25,,,,3.25,5.75,6.75,,,7.2,N1,Ha Tinh
HT1204860,,6.6,8.25,,,,8.0,7.75,9.0,,,5.2,N1,Ha Tinh
HT1200396,,6.6,5.75,,,,5.5,5.75,8.5,,,2.4,N1,Ha Tinh
HT1204831,,6.6,7.5,,,,5.75,5.25,8.5,,,6.8,N1,Ha Tinh
HT1200496,,6.6,6.5,4.25,4.5,4.5,,,,,,2.6,N1,Ha Tinh
HT1203796,,6.6,5.5,,,,3.5,5.25,5.75,,,4.6,N1,Ha Tinh
HT1205021,,6.6,6.25,5.75,5.5,5.0,,,,,,4.2,N1,Ha Tinh
HT1205377,,6.6,5.5,6.75,5.5,4.5,,,,,,2.8,N1,Ha Tinh
HT1205161,,6.6,6.0,,,,5.0,6.5,7.5,,,4.4,N1,Ha Tinh
HT1203691,,6.6,7.25,,,,3.75,7.5,8.0,,,5.6,N1,Ha Tinh
HT1203700,,6.6,4.5,,,,5.0,6.5,9.0,,,4.0,N1,Ha Tinh
HT1203707,,6.6,6.0,,,,4.25,6.75,9.25,,,5.0,N1,Ha Tinh
HT1203709,,6.6,7.25,,,,3.75,7.0,8.0,,,3.4,N1,Ha Tinh
HT1205315,,6.6,,6.5,6.25,2.5,,,,,,,,Ha Tinh
HT1205257,,6.6,5.5,5.25,4.75,4.0,,,,,,2.8,N1,Ha Tinh
HT1205164,,6.6,7.5,,,,5.0,7.25,9.25,,,5.4,N1,Ha Tinh
HT1205151,,6.6,7.5,,,,6.0,7.0,7.75,,,8.4,N1,Ha Tinh
HT1205034,,6.6,5.25,,,,3.25,6.25,8.25,,,2.4,N1,Ha Tinh
HT1203743,,6.6,7.25,,,,9.0,8.75,8.75,,,5.8,N1,Ha Tinh
HT1205148,,6.6,6.75,,,,7.5,7.75,9.0,,,4.2,N1,Ha Tinh
HT1205147,,6.6,5.0,8.25,4.0,5.0,,,,,,8.4,N1,Ha Tinh
HT1205110,,6.6,6.75,,,,5.5,7.0,7.0,,,4.2,N1,Ha Tinh
HT1205104,,6.6,6.5,,,,5.5,6.0,8.25,,,4.4,N1,Ha Tinh
HT1200371,,6.6,6.5,4.75,4.75,3.5,7.75,7.25,7.5,,,3.2,N1,Ha Tinh
HT1205084,,6.6,7.0,,,,3.5,6.0,5.75,,,3.0,N1,Ha Tinh
HT1204783,,6.6,5.75,,,,5.5,8.0,8.25,,,5.2,N1,Ha Tinh
HT1204779,,6.6,7.75,,,,5.5,5.75,8.5,,,4.0,N1,Ha Tinh
HT1204768,,6.6,7.0,,,,5.5,7.5,9.0,,,5.4,N1,Ha Tinh
HT1204365,,6.6,7.25,,,,3.0,6.0,9.25,,,4.0,N1,Ha Tinh
HT1204029,,6.6,5.25,7.0,5.5,3.75,,,,,,3.0,N1,Ha Tinh
HT1204410,,6.6,6.5,7.5,6.25,4.75,,,,,,3.0,N1,Ha Tinh
HT1204407,,6.6,6.5,5.25,5.5,5.25,,,,,,4.6,N1,Ha Tinh
HT1204400,,6.6,7.0,,,,5.25,6.75,7.75,,,5.4,N1,Ha Tinh
HT1204385,,6.6,3.91,,,,3.5,7.25,7.75,,,3.8,N1,Ha Tinh
HT1204048,,6.6,6.0,5.25,6.75,5.75,,,,,,3.8,N1,Ha Tinh
HT1204373,,6.6,7.5,,,,5.75,6.5,7.25,,,5.6,N1,Ha Tinh
HT1204334,,6.6,7.0,,,,4.75,6.5,7.75,,,4.4,N1,Ha Tinh
HT1203892,,6.6,6.5,6.5,5.0,4.75,,,,,,5.6,N1,Ha Tinh
HT1204332,,6.6,7.5,6.5,3.5,4.0,,,,,,6.6,N1,Ha Tinh
HT1204315,,6.6,7.5,,,,6.25,6.5,8.25,,,5.4,N1,Ha Tinh
HT1200457,,6.6,6.75,,,,5.0,6.0,8.75,,,3.4,N1,Ha Tinh
HT1204094,,6.6,7.0,,,,4.75,6.75,9.5,,,4.0,N1,Ha Tinh
HT1204211,,6.6,7.0,,,,4.5,6.0,8.75,,,4.2,N1,Ha Tinh
HT1204166,,6.6,5.5,,,,3.25,6.75,6.5,,,2.8,N1,Ha Tinh
HT1204151,,6.6,6.5,4.25,4.25,4.5,,,,,,3.8,N1,Ha Tinh
HT1200440,,6.6,,6.0,,,,,,,,7.2,N1,Ha Tinh
HT1204415,,6.6,8.5,,,,8.25,8.5,9.0,,,6.4,N1,Ha Tinh
HT1204456,,6.6,6.5,,,,7.5,8.0,8.75,,,2.6,N1,Ha Tinh
HT1204500,,6.6,6.0,,,,3.5,6.75,6.75,,,2.4,N1,Ha Tinh
HT1204757,,6.6,7.0,6.75,5.75,6.0,,,,,,4.6,N1,Ha Tinh
HT1200405,,6.6,6.0,3.75,4.0,5.25,,,,,,4.0,N1,Ha Tinh
HT1204721,,6.6,5.25,,,,4.5,5.5,6.0,,,4.0,N1,Ha Tinh
HT1204712,,6.6,6.25,,,,5.75,6.5,8.25,,,5.0,N1,Ha Tinh
HT1203914,,6.6,6.5,8.0,5.75,5.0,,,,,,4.6,N1,Ha Tinh
HT1203917,,6.6,7.25,,,,6.0,7.25,8.25,,,3.6,N1,Ha Tinh
HT1204687,,6.6,7.25,,,,5.0,7.0,7.0,,,5.6,N1,Ha Tinh
HT1203931,,6.6,7.5,,,,3.25,6.25,8.25,,,6.6,N1,Ha Tinh
HT1203944,,6.6,6.75,7.0,5.25,5.5,,,,,,5.4,N1,Ha Tinh
HT1203946,,6.6,7.25,,,,6.0,5.75,8.25,,,3.2,N1,Ha Tinh
HT1204617,,6.6,6.5,,,,5.25,6.5,8.75,,,3.4,N1,Ha Tinh
HT1204587,,6.6,7.0,4.75,6.25,6.25,,,,,,5.6,N1,Ha Tinh
HT1204574,,6.6,7.0,,,,3.0,5.25,7.0,,,5.8,N1,Ha Tinh
HT1204569,,6.6,5.75,4.75,5.5,2.75,,,,,,2.0,N1,Ha Tinh
HT1204568,,6.6,4.75,6.75,6.5,3.5,,,,,,3.2,N1,Ha Tinh
HT1205356,,6.6,6.75,,,,5.5,7.25,8.5,,,3.2,N1,Ha Tinh
HT1205380,,6.6,7.25,,,,5.25,7.25,8.25,,,6.0,N1,Ha Tinh
HT1200179,,6.6,7.25,,,,6.75,6.75,8.25,,,3.8,N1,Ha Tinh
HT1206349,,6.6,6.75,,,,4.5,5.75,7.75,,,4.0,N1,Ha Tinh
HT1203281,,6.6,7.5,,,,5.25,6.75,6.75,,,5.2,N1,Ha Tinh
HT1206491,,6.6,7.5,,,,2.75,5.75,6.5,,,4.4,N1,Ha Tinh
HT1206479,,6.6,7.5,3.5,3.25,4.0,4.0,5.25,6.5,,,5.4,N1,Ha Tinh
HT1203304,,6.6,8.25,,,,3.75,5.25,6.25,,,5.4,N1,Ha Tinh
HT1206387,,6.6,7.0,,,,6.5,7.25,8.5,,,3.2,N1,Ha Tinh
HT1200245,,6.6,5.5,,,,3.75,6.75,8.5,,,3.0,N1,Ha Tinh
HT1206350,,6.6,5.25,,,,4.75,8.0,8.75,,,3.4,N1,Ha Tinh
HT1206334,,6.6,5.75,,,,3.25,5.5,6.5,,,3.6,N1,Ha Tinh
HT1203235,,6.6,7.5,6.0,5.75,3.75,,,,,,4.0,N1,Ha Tinh
HT1206307,,6.6,7.5,,,,5.5,6.0,7.75,,,7.4,N1,Ha Tinh
HT1206301,,6.6,6.5,,,,5.25,7.5,8.75,,,5.2,N1,Ha Tinh
HT1206258,,6.6,6.75,,,,4.0,7.5,8.25,,,5.8,N1,Ha Tinh
HT1206233,,6.6,5.75,,,,4.0,6.5,8.75,,,3.2,N1,Ha Tinh
HT1206192,,6.6,6.75,,,,5.5,6.75,8.75,,,3.2,N1,Ha Tinh
HT1206161,,6.6,8.0,,,,4.25,5.5,7.0,,,6.6,N1,Ha Tinh
HT1206160,,6.6,6.5,,,,5.75,7.75,9.0,,,3.4,N1,Ha Tinh
HT1206501,,6.6,3.75,5.25,5.5,3.5,,,,,,3.0,N1,Ha Tinh
HT1206619,,6.6,7.0,,,,4.5,5.5,8.0,,,2.8,N1,Ha Tinh
HT1203675,,6.6,7.5,3.0,5.75,6.75,,,,,,5.0,N1,Ha Tinh
HT1200204,,6.6,8.0,,,,4.75,7.5,8.0,,,4.6,N1,Ha Tinh
HT1206928,,6.6,6.0,,,,2.25,6.25,7.25,,,5.2,N1,Ha Tinh
HT1206886,,6.6,5.5,,,,2.75,6.0,7.25,,,6.6,N1,Ha Tinh
HT1206869,,6.6,3.75,5.5,5.25,3.5,,,,,,4.8,N1,Ha Tinh
HT1203131,,6.6,7.0,4.0,6.5,6.0,,,,,,3.0,N1,Ha Tinh
HT1200200,,6.6,6.5,3.25,4.75,5.25,,,,,,2.6,N1,Ha Tinh
HT1206791,,6.6,6.5,,,,6.25,7.0,8.5,,,3.6,N1,Ha Tinh
HT1203155,,6.6,6.0,,,,3.0,6.0,6.25,,,3.6,N1,Ha Tinh
HT1206754,,6.6,6.5,,,,9.25,8.5,8.5,,,5.2,N1,Ha Tinh
HT1206644,,6.6,7.5,,,,5.25,6.25,9.5,,,4.8,N1,Ha Tinh
HT1206751,,6.6,6.0,,,,4.25,5.25,7.5,,,2.6,N1,Ha Tinh
HT1206746,,6.6,5.75,,,,5.5,6.75,8.0,,,2.6,N1,Ha Tinh
HT1206718,,6.6,5.0,3.75,5.25,6.25,,,,,,2.8,N1,Ha Tinh
HT1200561,,6.6,6.0,6.0,6.75,4.75,,,,,,6.0,N1,Ha Tinh
HT1206692,,6.6,6.75,6.5,6.75,4.25,,,,,,4.6,N1,Ha Tinh
HT1206689,,6.6,6.0,4.0,5.75,5.5,,,,,,2.6,N1,Ha Tinh
HT1206686,,6.6,4.5,7.25,7.25,3.5,,,,,,2.4,N1,Ha Tinh
HT1203415,,6.6,5.75,,,,7.5,8.25,8.75,,,5.0,N1,Ha Tinh
HT1206159,,6.6,6.0,,,,5.0,5.5,8.25,,,4.4,N1,Ha Tinh
HT1206125,,6.6,5.5,,,,5.25,7.0,7.0,,,2.0,N1,Ha Tinh
HT1205508,,6.6,5.25,,,,4.0,5.75,5.25,,,2.2,N1,Ha Tinh
HT1205701,,6.6,7.75,,,,4.0,6.0,8.0,,,7.6,N1,Ha Tinh
HT1203588,,6.6,4.5,4.75,4.75,3.75,,,,,,4.6,N1,Ha Tinh
HT1203592,,6.6,7.5,,,,5.75,7.75,7.75,,,6.6,N1,Ha Tinh
HT1205620,,6.6,7.25,,,,5.25,8.0,8.25,,,3.4,N1,Ha Tinh
HT1205602,,6.6,6.0,5.0,2.75,3.0,,,,,,3.4,N1,Ha Tinh
HT1205554,,6.6,7.25,,,,4.0,7.0,7.75,,,2.4,N1,Ha Tinh
HT1205532,,6.6,7.25,,,,5.25,7.5,8.75,,,4.4,N1,Ha Tinh
HT1205494,,6.6,7.5,,,,5.0,8.0,8.75,,,3.2,N1,Ha Tinh
HT1206091,,6.6,5.25,4.0,4.25,3.0,,,,,,3.2,N1,Ha Tinh
HT1203640,,6.6,6.25,,,,3.75,8.25,8.75,,,1.8,N1,Ha Tinh
HT1205477,,6.6,7.0,,,,5.0,6.0,7.25,,,4.4,N1,Ha Tinh
HT1203647,,6.6,6.0,,,,5.5,7.25,8.75,,,3.6,N1,Ha Tinh
HT1203652,,6.6,8.0,,,,5.0,6.0,9.0,,,7.0,N1,Ha Tinh
HT1203661,,6.6,5.0,,,,2.5,4.25,7.25,,,2.6,N1,Ha Tinh
HT1205397,,6.6,6.75,,,,2.75,7.25,7.25,,,5.6,N1,Ha Tinh
HT1205386,,6.6,4.75,5.75,7.0,5.25,,,,,,2.8,N1,Ha Tinh
HT1205738,,6.6,6.25,,,,4.75,6.25,5.75,,,2.4,N1,Ha Tinh
HT1205743,,6.6,7.25,6.0,4.5,4.5,,,,,,3.0,N1,Ha Tinh
HT1203543,,6.6,6.5,5.75,5.75,5.0,,,,,,4.4,N1,Ha Tinh
HT1205767,,6.6,7.25,,,,5.75,6.0,8.0,,,3.0,N1,Ha Tinh
HT1200280,,6.6,7.0,,,,3.25,6.5,6.75,,,2.4,N1,Ha Tinh
HT1203469,,6.6,7.0,,,,4.25,6.0,7.25,,,2.4,N1,Ha Tinh
HT1206008,,6.6,5.5,5.5,3.75,3.5,,,,,,3.4,N1,Ha Tinh
HT1205965,,6.6,8.0,,,,6.0,6.0,8.5,,,4.2,N1,Ha Tinh
HT1205956,,6.6,5.75,,,,3.25,6.25,8.25,,,3.0,N1,Ha Tinh
HT1205954,,6.6,5.0,,,,3.25,4.0,5.25,,,3.0,N1,Ha Tinh
HT1205952,,6.6,6.25,3.5,4.5,2.5,4.75,8.25,,,,,,Ha Tinh
HT1200286,,6.6,7.0,,,,6.25,6.5,9.0,,,3.6,N1,Ha Tinh
HT1203485,,6.6,6.0,7.0,6.75,3.75,,,,,,3.6,N1,Ha Tinh
HT1205932,,6.6,7.5,,,,4.75,6.25,9.75,,,3.8,N1,Ha Tinh
HT1205897,,6.6,5.25,,,,5.0,6.5,8.0,,,2.6,N1,Ha Tinh
HT1205845,,6.6,7.0,,,,5.0,6.5,6.75,,,3.2,N1,Ha Tinh
HT1203513,,6.6,5.75,4.0,5.25,3.75,,,,,,3.8,N1,Ha Tinh
HT1205835,,6.6,8.0,,,,3.25,6.25,7.75,,,8.2,N1,Ha Tinh
HT1205790,,6.6,7.0,,,,6.75,6.5,8.25,,,3.6,N1,Ha Tinh
HT1205670,,6.6,7.0,,,,7.25,7.75,8.25,,,4.2,N1,Ha Tinh
HT1204615,,6.6,4.75,,,,2.25,4.75,6.75,,,3.2,N1,Ha Tinh
HT1202119,,6.6,6.75,4.75,2.5,4.5,,,,,,4.0,N1,Ha Tinh
HT1201227,,6.6,7.75,,,,6.25,7.75,8.25,,,4.2,N1,Ha Tinh
HT1202411,,6.6,7.25,,,,5.75,6.0,8.0,,,5.4,N1,Ha Tinh
HT1200664,,6.6,6.0,,,,6.25,6.75,7.5,,,2.8,N1,Ha Tinh
HT1201230,,6.6,7.25,,,,5.25,5.75,6.25,,,6.8,N1,Ha Tinh
HT1201074,,6.6,5.75,,,,4.0,8.25,7.75,,,2.6,N1,Ha Tinh
HT1202557,,6.6,5.75,,,,5.75,6.5,8.5,,,2.4,N1,Ha Tinh
HT1201409,,6.6,8.0,,,,6.75,6.5,9.5,,,5.2,N1,Ha Tinh
HT1200852,,6.6,5.0,,,,4.5,6.0,6.25,,,4.2,N1,Ha Tinh
HT1200982,,6.6,7.0,,,,5.25,7.75,9.5,,,3.2,N1,Ha Tinh
HT1201903,,6.6,5.0,,,,4.25,5.0,7.5,,,2.8,N1,Ha Tinh
HT1201155,,6.6,7.25,6.25,6.5,3.75,,,,,,4.4,N1,Ha Tinh
HT1202554,,6.6,6.25,,,,4.0,5.5,5.75,,,8.2,N1,Ha Tinh
HT1201512,,6.6,5.0,,,,7.0,5.75,7.25,,,4.4,N1,Ha Tinh
HT1201373,,6.6,7.0,,,,3.25,6.75,7.5,,,3.2,N1,Ha Tinh
HT1200812,,6.6,6.5,,,,6.0,7.5,8.75,,,6.0,N1,Ha Tinh
HT1201901,,6.6,5.75,6.75,2.5,3.75,,,,,,5.4,N1,Ha Tinh
HT1201223,,6.6,7.25,,,,7.0,7.5,8.5,,,4.4,N1,Ha Tinh
HT1201304,,6.6,6.5,,,,5.0,6.75,8.0,,,2.8,N1,Ha Tinh
HT1202617,,6.6,5.25,,,,6.75,5.0,8.5,,,2.2,N1,Ha Tinh
